"H","2026/01/04"
"［データ区分］","［伝票日付］","［伝票No］","［取引状態］","［自社コード］","［自社会員名］","［自社担当者］","［取引先コード］","［取引先名］","［納品場所コード］","［納品場所名］","［納品場所 住所］","［マイカタログID］","［自社管理商品コード］","［商品名］","［規格］","［入数］","［入数単位］","［単価］","［数量］","［単位］","［金額］","［消費税］","［小計］","［課税区分］","［税区分］","［合計 商品本体］","［合計 商品消費税］","［合計 送料本体］","［合計 送料消費税］","［合計 その他］","［総合計］","［発注日］","［発送日］","［納品日］","［受領日］","［取引ID_SYSTEM］","［伝票明細ID_SYSTEM］","［発注送信日］","［発注送信時間］","［送信日］","［送信時間］"
"D","2025/12/11","513183","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","板川　与志人","","ワインエクスペリエンス株式会社","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","220581600","","2023 Perdeberg The Vineyard Collection Pinotage WO Coastal Region","750ml","12.00","本","1700.00","6.00","本","10200","1020","11220","","外税","","","","","","","","2025/12/10","2025/12/11","2025/12/11","1732965495","2","","","2025/12/21","21:41"
"D","2025/12/11","513183","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","板川　与志人","","ワインエクスペリエンス株式会社","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","206032398","","【甘口】2022 Perdeberg The Dry Land Collection Longevity Sweet","375ml","12.00","本","2100.00","1.00","本","2100","210","2310","","外税","","","","","","","","2025/12/10","2025/12/11","2025/12/11","1732965495","3","","","2025/12/21","21:41"
"D","2025/12/11","513183","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","板川　与志人","","ワインエクスペリエンス株式会社","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","195053431","","2023 Sancerre Blanc Dezat","750ml","12.00","本","2400.00","2.00","本","4800","480","5280","","外税","","","","","","","","2025/12/10","2025/12/11","2025/12/11","1732965495","4","","","2025/12/21","21:41"
"D","2025/12/12","510396","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","板川　与志人","","株式会社武蔵屋","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","220678597","","特価ドン・ペリニヨン","750ml","1.00","本","21300.00","2.00","本","42600","4260","46860","","外税","42600","4260","0","0","0","46860","","2025/12/12","2025/12/12","2025/12/12","1728244667","1","","","2025/12/15","00:36"
"D","2025/12/12","510774","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","104043797","","デコポン","","0.00","個","550.00","2.00","個","1100","88","1188","","外税","3988","317","0","0","0","4305","2025/12/11","2025/12/12","2025/12/12","2025/12/12","1728949179","1","2025/12/11","18:56","2025/12/15","00:36"
"D","2025/12/12","510774","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","113089777","","紅マドンナ","","0.00","kg","530.00","3.00","個","1590","127","1717","","外税","","","","","","","2025/12/11","2025/12/12","2025/12/12","2025/12/12","1728949179","2","2025/12/11","18:56","2025/12/15","00:36"
"D","2025/12/12","510774","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64597094","","グレープフルーツ","","0.00","個","200.00","1.00","個","200","16","216","","外税","","","","","","","2025/12/11","2025/12/12","2025/12/12","2025/12/12","1728949179","3","2025/12/11","18:56","2025/12/15","00:36"
"D","2025/12/12","510774","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64596965","","スダチ","","0.00","個","120.00","1.00","個","120","9","129","","外税","","","","","","","2025/12/11","2025/12/12","2025/12/12","2025/12/12","1728949179","4","2025/12/11","18:56","2025/12/15","00:36"
"D","2025/12/12","510774","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64596618","","アーリーレッド","","0.00","kg","680.00","0.63","kg","428","34","462","","外税","","","","","","","2025/12/11","2025/12/12","2025/12/12","2025/12/12","1728949179","5","2025/12/11","18:56","2025/12/15","00:36"
"D","2025/12/12","510774","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64596764","","アンディーブ","","0.00","本","380.00","1.00","本","380","30","410","","外税","","","","","","","2025/12/11","2025/12/12","2025/12/12","2025/12/12","1728949179","6","2025/12/11","18:56","2025/12/15","00:36"
"D","2025/12/12","510774","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64596999","","大葉　バラ","10枚","0.00","束","85.00","2.00","束","170","13","183","","外税","","","","","","","2025/12/11","2025/12/12","2025/12/12","2025/12/12","1728949179","7","2025/12/11","18:56","2025/12/15","00:36"
"D","2025/12/12","510795","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64597018","","ディル/ディール","","0.00","PC","230.00","1.00","PC","230","18","248","","外税","390","30","0","0","0","420","2025/12/11","2025/12/12","2025/12/12","2025/12/12","1728954141","1","2025/12/11","19:12","2025/12/15","00:36"
"D","2025/12/12","510795","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64596588","","オレンジ","","0.00","個","160.00","1.00","個","160","12","172","","外税","","","","","","","2025/12/11","2025/12/12","2025/12/12","2025/12/12","1728954141","2","2025/12/11","19:12","2025/12/15","00:36"
"D","2025/12/12","510798","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64596966","","セルリアック","","0.00","個","1500.00","1.17","kg","1755","140","1895","","外税","1755","140","0","0","0","1895","2025/12/11","2025/12/12","2025/12/12","2025/12/12","1728954831","1","2025/12/11","19:15","2025/12/15","00:36"
"D","2025/12/12","510815","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","有限会社ミナト商会","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","90725148","","グラスドオマール","100g","1.00","本","1740.00","1.00","本","1740","0","1740","","外税","6150","0","0","0","0","6150","2025/12/11","2025/12/12","2025/12/12","2025/12/12","1728969137","1","2025/12/11","20:02","2025/12/15","00:36"
"D","2025/12/12","510815","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","有限会社ミナト商会","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","96771149","","パイシート　T-144","200ｇ","5.00","PC","1470.00","3.00","PC","4410","0","4410","","外税","","","","","","","2025/12/11","2025/12/12","2025/12/12","2025/12/12","1728969137","2","2025/12/11","20:02","2025/12/15","00:36"
"D","2025/12/12","510816","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","有限会社ミナト商会","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","87533140","","G　ピンクペッパー","90g","0.00","PC","1630.00","1.00","PC","1630","0","1630","","外税","1630","0","0","0","0","1630","2025/12/11","2025/12/12","2025/12/12","2025/12/12","1728969334","1","2025/12/11","20:02","2025/12/15","00:36"
"D","2025/12/12","511103","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","板川　与志人","","株式会社トーホーフードサービス　グループ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","91691639","","EBだしの素（かつお風味）　1Kg","1Ｋg","12.00","PC","1305.00","-1.00","袋","-1305","0","-1305","","外税","-1305","0","0","0","0","-1305","","2025/12/12","2025/12/12","2025/12/12","1729340971","1","","","2025/12/15","00:36"
"D","2025/12/13","511093","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社東京めいらく","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","56150496","","牛乳","１Ｌ　成分無調整","12.00","C/S","245.00","1.00","本","245","0","245","","外税","2329","0","0","0","0","2329","2025/12/12","2025/12/12","2025/12/13","2025/12/13","1729304106","1","2025/12/12","12:11","2025/12/15","00:36"
"D","2025/12/13","511093","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社東京めいらく","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","56150519","","北海道フレッシュクリーム３８％　１Ｌ","１Ｌ","1.00","本","1166.00","1.00","本","1166","0","1166","","外税","","","","","","","2025/12/12","2025/12/12","2025/12/13","2025/12/13","1729304106","2","2025/12/12","12:11","2025/12/15","00:36"
"D","2025/12/13","511093","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社東京めいらく","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","56150488","","パーチバター（無塩）よつ葉","４５０ｇ","30.00","C/S","918.00","1.00","個","918","0","918","","外税","","","","","","","2025/12/12","2025/12/12","2025/12/13","2025/12/13","1729304106","3","2025/12/12","12:11","2025/12/15","00:36"
"D","2025/12/13","511195","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社カクヤス","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","55950759","","三田  スクイージー　オレンジ１００％   1L　（果肉入り）","12","0.00","本","552.00","1.00","本","552","0","552","","外税","1128","0","0","0","0","1128","2025/12/12","2025/12/13","2025/12/13","2025/12/13","1729583397","1","2025/12/12","22:27","2025/12/15","00:36"
"D","2025/12/13","511195","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社カクヤス","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","94928124","","サッポロ  ラガー  中瓶（赤星）　500ML","500ML×20","20.00","本","288.00","2.00","本","576","0","576","","外税","","","","","","","2025/12/12","2025/12/13","2025/12/13","2025/12/13","1729583397","2","2025/12/12","22:27","2025/12/15","00:36"
"D","2025/12/13","511357","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社丸昌","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","55950123","","活〆鯛　１．４ｋ　３枚卸し","","0.00","未指定","1600.00","1.50","kg","2400","0","2400","","外税","4600","0","0","0","0","4600","2025/12/13","2025/12/13","2025/12/13","2025/12/13","1729681936","1","2025/12/13","01:32","2025/12/15","00:36"
"D","2025/12/13","511357","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社丸昌","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","55950137","","あさり （大）","","0.00","","1800.00","1.00","kg","1800","0","1800","","外税","","","","","","","2025/12/13","2025/12/13","2025/12/13","2025/12/13","1729681936","2","2025/12/13","01:32","2025/12/15","00:36"
"D","2025/12/13","511357","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社丸昌","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","56863232","","オススメ鮮魚情報","","0.00","未指定","100.00","4.00","kg","400","0","400","","外税","","","","","","","2025/12/13","2025/12/13","2025/12/13","2025/12/13","1729681936","3","2025/12/13","01:32","2025/12/15","00:36"
"D","2025/12/13","511356","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64596729","","カリフラワー","","0.00","個","450.00","1.00","個","450","36","486","","外税","4735","377","0","0","0","5112","2025/12/13","2025/12/13","2025/12/13","2025/12/13","1729682068","1","2025/12/13","01:32","2025/12/21","21:41"
"D","2025/12/13","511356","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64596728","","ブロッコリー","","0.00","個","280.00","1.00","個","280","22","302","","外税","","","","","","","2025/12/13","2025/12/13","2025/12/13","2025/12/13","1729682068","2","2025/12/13","01:32","2025/12/21","21:41"
"D","2025/12/13","511356","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64597087","","玉子　パック","Lサイズ","0.00","PC","320.00","1.00","PC","320","25","345","","外税","","","","","","","2025/12/13","2025/12/13","2025/12/13","2025/12/13","1729682068","3","2025/12/13","01:32","2025/12/21","21:41"
"D","2025/12/13","511356","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64597028","","クレソン","","0.00","束","180.00","1.00","束","180","14","194","","外税","","","","","","","2025/12/13","2025/12/13","2025/12/13","2025/12/13","1729682068","4","2025/12/13","01:32","2025/12/21","21:41"
"D","2025/12/13","511356","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64597032","","マイクロリーフ","","0.00","PC","300.00","1.00","PC","300","24","324","","外税","","","","","","","2025/12/13","2025/12/13","2025/12/13","2025/12/13","1729682068","5","2025/12/13","01:32","2025/12/21","21:41"
"D","2025/12/13","511356","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64596635","","いんげん","","0.00","kg","2500.00","0.31","kg","775","62","837","","外税","","","","","","","2025/12/13","2025/12/13","2025/12/13","2025/12/13","1729682068","6","2025/12/13","01:32","2025/12/21","21:41"
"D","2025/12/13","511356","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64597024","","花穂","","0.00","枚","750.00","1.00","枚","750","60","810","","外税","","","","","","","2025/12/13","2025/12/13","2025/12/13","2025/12/13","1729682068","7","2025/12/13","01:32","2025/12/21","21:41"
"D","2025/12/13","511356","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64596724","","ラディッシュ/ラレシ","","0.00","束","180.00","1.00","束","180","14","194","","外税","","","","","","","2025/12/13","2025/12/13","2025/12/13","2025/12/13","1729682068","8","2025/12/13","01:32","2025/12/21","21:41"
"D","2025/12/13","511356","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64597081","","いちぢく","","0.00","PC","0.00","0.00","PC","0","0","0","","外税","","","","","","","2025/12/13","2025/12/13","2025/12/13","2025/12/13","1729682068","9","2025/12/13","01:32","2025/12/21","21:41"
"D","2025/12/13","511356","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","138355716","","とちあいか","","0.00","PC","1200.00","1.00","PC","1200","96","1296","","外税","","","","","","","2025/12/13","2025/12/13","2025/12/13","2025/12/13","1729682068","10","2025/12/13","01:32","2025/12/21","21:41"
"D","2025/12/13","511356","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64597086","","ベビーリーフ","","0.00","PC","300.00","1.00","PC","300","24","324","","外税","","","","","","","2025/12/13","2025/12/13","2025/12/13","2025/12/13","1729682068","11","2025/12/13","01:32","2025/12/21","21:41"
"D","2025/12/13","511360","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64596591","","ベルローズ","","0.00","PC","750.00","1.00","PC","750","60","810","","外税","1310","104","0","0","0","1414","2025/12/13","2025/12/13","2025/12/13","2025/12/13","1729688837","1","2025/12/13","01:45","2025/12/21","21:41"
"D","2025/12/13","511360","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64596697","","ローズマリー","","0.00","PC","230.00","1.00","PC","230","18","248","","外税","","","","","","","2025/12/13","2025/12/13","2025/12/13","2025/12/13","1729688837","2","2025/12/13","01:45","2025/12/21","21:41"
"D","2025/12/13","511360","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","114094474","","マイクロアマランサス","","0.00","PC","330.00","1.00","PC","330","26","356","","外税","","","","","","","2025/12/13","2025/12/13","2025/12/13","2025/12/13","1729688837","3","2025/12/13","01:45","2025/12/21","21:41"
"D","2025/12/13","511364","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64597004","","玉ねぎ","","0.00","kg","400.00","2.18","kg","872","69","941","","外税","872","69","0","0","0","941","2025/12/13","2025/12/13","2025/12/13","2025/12/13","1729696887","1","2025/12/13","02:10","2025/12/21","21:41"
"D","2025/12/15","511427","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","板川　与志人","","株式会社穂高リネンサプライ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","66177757","","ナフキン","","0.00","未指定","35.00","17.00","枚","595","0","595","","外税","595","0","0","0","0","595","","2025/12/15","2025/12/15","2025/12/15","1729879955","1","","","2025/12/21","21:41"
"D","2025/12/15","511726","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社丸昌","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","144864800","","生骨切りハモ　国産","500ｇ","0.00","未指定","2100.00","1.00","PC","2100","0","2100","","外税","9625","0","0","0","0","9625","2025/12/15","2025/12/15","2025/12/15","2025/12/15","1730442082","1","2025/12/15","00:25","2025/12/21","21:41"
"D","2025/12/15","511726","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社丸昌","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","56863232","","オススメ鮮魚情報","舌平目","0.00","未指定","4300.00","1.75","kg","7525","0","7525","","外税","","","","","","","2025/12/15","2025/12/15","2025/12/15","2025/12/15","1730442082","2","2025/12/15","00:25","2025/12/21","21:41"
"D","2025/12/15","511729","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","鈴商ミートサプライ株式会社","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","209242632","","ハート無鶏レバー","2kg入","0.00","PC","800.00","1.02","kg","816","0","816","","外税","7850","0","0","0","0","7850","2025/12/15","2025/12/15","2025/12/15","2025/12/15","1730443050","1","2025/12/15","00:29","2025/12/21","21:41"
"D","2025/12/15","511729","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","鈴商ミートサプライ株式会社","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","221088817","","仔牛ゲンコツ","","0.00","未指定","900.00","3.04","kg","2736","0","2736","","外税","","","","","","","2025/12/15","2025/12/15","2025/12/15","2025/12/15","1730443050","2","2025/12/15","00:29","2025/12/21","21:41"
"D","2025/12/15","511729","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","鈴商ミートサプライ株式会社","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","204805847","","牛スジ","1ｋｇ～","1.00","PC","1400.00","3.07","kg","4298","0","4298","","外税","","","","","","","2025/12/15","2025/12/15","2025/12/15","2025/12/15","1730443050","3","2025/12/15","00:29","2025/12/21","21:41"
"D","2025/12/15","511730","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64596729","","カリフラワー","","0.00","個","450.00","1.00","個","450","36","486","","外税","4565","364","0","0","0","4929","2025/12/15","2025/12/15","2025/12/15","2025/12/15","1730443378","1","2025/12/15","00:31","2025/12/21","21:41"
"D","2025/12/15","511730","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64597035","","梨","","0.00","個","750.00","1.00","個","750","60","810","","外税","","","","","","","2025/12/15","2025/12/15","2025/12/15","2025/12/15","1730443378","2","2025/12/15","00:31","2025/12/21","21:41"
"D","2025/12/15","511730","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64597028","","クレソン","","0.00","束","180.00","2.00","束","360","28","388","","外税","","","","","","","2025/12/15","2025/12/15","2025/12/15","2025/12/15","1730443378","3","2025/12/15","00:31","2025/12/21","21:41"
"D","2025/12/15","511730","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64597032","","マイクロリーフ","","0.00","PC","300.00","1.00","PC","300","24","324","","外税","","","","","","","2025/12/15","2025/12/15","2025/12/15","2025/12/15","1730443378","4","2025/12/15","00:31","2025/12/21","21:41"
"D","2025/12/15","511730","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","155474463","","マイクロパースレー","","0.00","PC","550.00","1.00","PC","550","44","594","","外税","","","","","","","2025/12/15","2025/12/15","2025/12/15","2025/12/15","1730443378","5","2025/12/15","00:31","2025/12/21","21:41"
"D","2025/12/15","511730","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64596635","","いんげん","","0.00","kg","2500.00","0.21","kg","525","42","567","","外税","","","","","","","2025/12/15","2025/12/15","2025/12/15","2025/12/15","1730443378","6","2025/12/15","00:31","2025/12/21","21:41"
"D","2025/12/15","511730","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64597086","","ベビーリーフ","","0.00","PC","300.00","1.00","PC","300","24","324","","外税","","","","","","","2025/12/15","2025/12/15","2025/12/15","2025/12/15","1730443378","7","2025/12/15","00:31","2025/12/21","21:41"
"D","2025/12/15","511730","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64596778","","柿","","0.00","個","200.00","2.00","個","400","32","432","","外税","","","","","","","2025/12/15","2025/12/15","2025/12/15","2025/12/15","1730443378","8","2025/12/15","00:31","2025/12/21","21:41"
"D","2025/12/15","511730","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64597020","","セルフィーユ/チャービル","","0.00","PC","250.00","1.00","PC","250","20","270","","外税","","","","","","","2025/12/15","2025/12/15","2025/12/15","2025/12/15","1730443378","9","2025/12/15","00:31","2025/12/21","21:41"
"D","2025/12/15","511730","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64596757","","セロリ","","0.00","束","680.00","1.00","束","680","54","734","","外税","","","","","","","2025/12/15","2025/12/15","2025/12/15","2025/12/15","1730443378","10","2025/12/15","00:31","2025/12/21","21:41"
"D","2025/12/15","511731","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","有限会社ミナト商会","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","82619577","","プレドボブール　フォンドボー","１ｋｇ","1.00","PC","1260.00","4.00","PC","5040","0","5040","","外税","5040","0","0","0","0","5040","2025/12/15","2025/12/15","2025/12/15","2025/12/15","1730443869","1","2025/12/15","00:32","2025/12/21","21:41"
"D","2025/12/15","511734","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","有限会社ミナト商会","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","220485914","","ゆず汁","","0.00","本","1600.00","1.00","本","1600","0","1600","","外税","8100","0","0","0","0","8100","2025/12/15","2025/12/15","2025/12/15","2025/12/15","1730446798","1","2025/12/15","00:35","2025/12/21","21:41"
"D","2025/12/15","511734","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","有限会社ミナト商会","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","192238063","","F&B キャビア　オシェトラ（LANGEDOR","５０ｇ","1.00","ヶ","4870.00","1.00","ヶ","4870","0","4870","","外税","","","","","","","2025/12/15","2025/12/15","2025/12/15","2025/12/15","1730446798","2","2025/12/15","00:35","2025/12/21","21:41"
"D","2025/12/15","511734","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","有限会社ミナト商会","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64309049","","ハインツ　グルメマッシュポテト","1.5kg","0.00","PC","1630.00","1.00","PC","1630","0","1630","","外税","","","","","","","2025/12/15","2025/12/15","2025/12/15","2025/12/15","1730446798","3","2025/12/15","00:35","2025/12/21","21:41"
"D","2025/12/15","511748","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64597022","","にんにく　国産","","0.00","kg","3000.00","1.05","kg","3150","252","3402","","外税","3640","291","0","0","0","3931","2025/12/15","2025/12/15","2025/12/15","2025/12/15","1730465369","1","2025/12/15","01:25","2025/12/21","21:41"
"D","2025/12/15","511748","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","67024192","","ちぢみれんそう","","0.00","PC","240.00","1.00","PC","240","19","259","","外税","","","","","","","2025/12/15","2025/12/15","2025/12/15","2025/12/15","1730465369","2","2025/12/15","01:25","2025/12/21","21:41"
"D","2025/12/15","511748","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64596744","","ほうれん草","","0.00","PC","250.00","1.00","PC","250","20","270","","外税","","","","","","","2025/12/15","2025/12/15","2025/12/15","2025/12/15","1730465369","3","2025/12/15","01:25","2025/12/21","21:41"
"D","2025/12/16","511719","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社東京めいらく","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","56150488","","パーチバター（無塩）よつ葉","４５０ｇ","30.00","C/S","918.00","1.00","個","918","0","918","","外税","4330","0","0","0","0","4330","2025/12/15","2025/12/15","2025/12/16","2025/12/16","1730436501","1","2025/12/15","00:10","2025/12/21","21:41"
